Incident ID,Plant,Date,Description,Incident Type,Cause
511,Plant A,2024-03-17,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-03-17.,safety violation,Human error
512,Plant A,2024-09-13,A fire alarm was triggered in Plant A's assembly line on 2024-09-13.,heat exhaustion,Equipment
513,Plant B,2024-07-08,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-07-08.,heat exhaustion,Unknown
514,Plant B,2024-03-02,Employee reported dizziness and nausea in Plant B's packaging area on 2024-03-02.,chemical spill,Human error
515,Plant D,2024-05-11,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-05-11.,heat exhaustion,Environment
516,Plant D,2024-07-19,A fire alarm was triggered in Plant D's assembly line on 2024-07-19.,slip,Unknown
517,Plant B,2024-04-04,A fire alarm was triggered in Plant B's assembly line on 2024-04-04.,safety violation,Unknown
518,Plant A,2024-03-08,A near-miss incident was reported on 2024-03-08 at Plant A.,safety violation,Unknown
519,Plant C,2024-02-04,A near-miss incident was reported on 2024-02-04 at Plant C.,slip,Equipment
520,Plant B,2024-09-18,Employee reported dizziness and nausea in Plant B's packaging area on 2024-09-18.,chemical spill,Equipment
521,Plant A,2024-07-29,A fire alarm was triggered in Plant A's assembly line on 2024-07-29.,falling object,Human error
522,Plant D,2024-02-24,Employee reported dizziness and nausea in Plant D's packaging area on 2024-02-24.,heat exhaustion,Equipment
523,Plant B,2024-04-25,Employee reported dizziness and nausea in Plant B's packaging area on 2024-04-25.,ventilation,Environment
524,Plant D,2024-03-11,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-03-11.,other,Human error
525,Plant B,2024-08-24,Employee reported dizziness and nausea in Plant B's packaging area on 2024-08-24.,injury,Unknown
526,Plant B,2024-02-14,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-02-14.,near-miss,Unknown
527,Plant D,2024-03-30,Employee reported dizziness and nausea in Plant D's packaging area on 2024-03-30.,injury,Unknown
528,Plant C,2024-07-02,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-07-02.,heat exhaustion,Environment
529,Plant A,2024-01-30,A fire alarm was triggered in Plant A's assembly line on 2024-01-30.,injury,Unknown
530,Plant C,2024-07-27,"On 2024-07-27, a worker in Plant C's production area tripped over an unmarked hazard.",chemical spill,Environment
531,Plant C,2024-06-13,A fire alarm was triggered in Plant C's assembly line on 2024-06-13.,slip,Environment
532,Plant B,2024-07-10,A fire alarm was triggered in Plant B's assembly line on 2024-07-10.,fire,Environment
533,Plant C,2024-07-09,A near-miss incident was reported on 2024-07-09 at Plant C.,electrical,Environment
534,Plant B,2024-02-08,Employee reported dizziness and nausea in Plant B's packaging area on 2024-02-08.,ventilation,Equipment
535,Plant B,2024-01-02,"On 2024-01-02, a worker in Plant B's production area tripped over an unmarked hazard.",safety violation,Equipment
536,Plant C,2024-05-03,Employee reported dizziness and nausea in Plant C's packaging area on 2024-05-03.,slip,Equipment
537,Plant C,2024-07-15,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-07-15.,fire,Human error
538,Plant B,2024-03-14,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-03-14.,injury,Environment
539,Plant C,2024-05-11,Employee reported dizziness and nausea in Plant C's packaging area on 2024-05-11.,ventilation,Equipment
540,Plant D,2024-05-20,Employee reported dizziness and nausea in Plant D's packaging area on 2024-05-20.,other,Unknown
541,Plant D,2024-05-13,A fire alarm was triggered in Plant D's assembly line on 2024-05-13.,fire,Unknown
542,Plant A,2024-08-28,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-08-28.,safety violation,Unknown
543,Plant A,2024-02-23,A fire alarm was triggered in Plant A's assembly line on 2024-02-23.,electrical,Human error
544,Plant D,2024-06-15,"On 2024-06-15, a worker in Plant D's production area tripped over an unmarked hazard.",electrical,Unknown
545,Plant D,2024-08-11,A near-miss incident was reported on 2024-08-11 at Plant D.,injury,Human error
546,Plant D,2024-03-07,"On 2024-03-07, a worker in Plant D's production area tripped over an unmarked hazard.",falling object,Environment
547,Plant D,2024-09-14,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-09-14.,heat exhaustion,Environment
548,Plant C,2024-06-24,A fire alarm was triggered in Plant C's assembly line on 2024-06-24.,fire,Human error
549,Plant D,2024-05-15,A fire alarm was triggered in Plant D's assembly line on 2024-05-15.,injury,Environment
550,Plant B,2024-07-03,Employee reported dizziness and nausea in Plant B's packaging area on 2024-07-03.,other,Equipment
551,Plant A,2024-01-04,A fire alarm was triggered in Plant A's assembly line on 2024-01-04.,safety violation,Environment
552,Plant B,2024-08-24,"On 2024-08-24, a worker in Plant B's production area tripped over an unmarked hazard.",electrical,Human error
553,Plant A,2024-09-06,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-09-06.,injury,Equipment
554,Plant B,2024-07-08,"On 2024-07-08, a worker in Plant B's production area tripped over an unmarked hazard.",other,Environment
555,Plant A,2024-03-10,A fire alarm was triggered in Plant A's assembly line on 2024-03-10.,electrical,Unknown
556,Plant C,2024-03-01,A near-miss incident was reported on 2024-03-01 at Plant C.,slip,Unknown
557,Plant D,2024-05-14,A near-miss incident was reported on 2024-05-14 at Plant D.,fire,Unknown
558,Plant B,2024-04-17,Employee reported dizziness and nausea in Plant B's packaging area on 2024-04-17.,ventilation,Environment
559,Plant B,2024-08-02,A near-miss incident was reported on 2024-08-02 at Plant B.,ventilation,Human error
560,Plant A,2024-08-25,"On 2024-08-25, a worker in Plant A's production area tripped over an unmarked hazard.",near-miss,Equipment
561,Plant B,2024-02-17,A near-miss incident was reported on 2024-02-17 at Plant B.,falling object,Human error
562,Plant A,2024-08-03,A fire alarm was triggered in Plant A's assembly line on 2024-08-03.,near-miss,Unknown
563,Plant B,2024-02-25,A near-miss incident was reported on 2024-02-25 at Plant B.,injury,Environment
564,Plant C,2024-01-31,A fire alarm was triggered in Plant C's assembly line on 2024-01-31.,heat exhaustion,Equipment
565,Plant D,2024-07-28,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-07-28.,slip,Unknown
566,Plant B,2024-01-07,"On 2024-01-07, a worker in Plant B's production area tripped over an unmarked hazard.",falling object,Unknown
567,Plant B,2024-06-17,"On 2024-06-17, a worker in Plant B's production area tripped over an unmarked hazard.",fire,Equipment
568,Plant A,2024-02-29,A fire alarm was triggered in Plant A's assembly line on 2024-02-29.,slip,Human error
569,Plant C,2024-07-24,A near-miss incident was reported on 2024-07-24 at Plant C.,other,Equipment
570,Plant C,2024-04-13,A fire alarm was triggered in Plant C's assembly line on 2024-04-13.,falling object,Human error
571,Plant B,2024-06-01,Employee reported dizziness and nausea in Plant B's packaging area on 2024-06-01.,heat exhaustion,Human error
572,Plant A,2024-05-04,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-05-04.,near-miss,Environment
573,Plant B,2024-05-04,A fire alarm was triggered in Plant B's assembly line on 2024-05-04.,slip,Equipment
574,Plant D,2024-08-21,"On 2024-08-21, a worker in Plant D's production area tripped over an unmarked hazard.",electrical,Equipment
575,Plant D,2024-04-16,Employee reported dizziness and nausea in Plant D's packaging area on 2024-04-16.,near-miss,Human error
576,Plant C,2024-06-23,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-06-23.,heat exhaustion,Unknown
577,Plant B,2024-06-19,A near-miss incident was reported on 2024-06-19 at Plant B.,fire,Environment
578,Plant C,2024-07-17,A near-miss incident was reported on 2024-07-17 at Plant C.,ventilation,Equipment
579,Plant B,2024-08-19,A near-miss incident was reported on 2024-08-19 at Plant B.,chemical spill,Environment
580,Plant D,2024-02-10,A near-miss incident was reported on 2024-02-10 at Plant D.,other,Unknown
581,Plant B,2024-05-20,A near-miss incident was reported on 2024-05-20 at Plant B.,slip,Human error
582,Plant A,2024-03-16,"On 2024-03-16, a worker in Plant A's production area tripped over an unmarked hazard.",falling object,Environment
583,Plant A,2024-06-19,"On 2024-06-19, a worker in Plant A's production area tripped over an unmarked hazard.",other,Unknown
584,Plant D,2024-09-18,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-09-18.,electrical,Equipment
585,Plant C,2024-01-02,"On 2024-01-02, a worker in Plant C's production area tripped over an unmarked hazard.",chemical spill,Human error
586,Plant D,2024-09-14,A fire alarm was triggered in Plant D's assembly line on 2024-09-14.,slip,Environment
587,Plant D,2024-02-26,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-02-26.,near-miss,Unknown
588,Plant B,2024-02-20,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-02-20.,heat exhaustion,Equipment
589,Plant A,2024-09-09,"On 2024-09-09, a worker in Plant A's production area tripped over an unmarked hazard.",fire,Equipment
590,Plant C,2024-02-27,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-02-27.,chemical spill,Human error
591,Plant A,2024-06-07,A fire alarm was triggered in Plant A's assembly line on 2024-06-07.,electrical,Unknown
592,Plant D,2024-06-03,"On 2024-06-03, a worker in Plant D's production area tripped over an unmarked hazard.",chemical spill,Equipment
593,Plant A,2024-08-25,"On 2024-08-25, a worker in Plant A's production area tripped over an unmarked hazard.",electrical,Equipment
594,Plant C,2024-04-16,A fire alarm was triggered in Plant C's assembly line on 2024-04-16.,electrical,Human error
595,Plant D,2024-03-10,A near-miss incident was reported on 2024-03-10 at Plant D.,falling object,Equipment
596,Plant C,2024-06-14,Employee reported dizziness and nausea in Plant C's packaging area on 2024-06-14.,injury,Unknown
597,Plant C,2024-04-04,"On 2024-04-04, a worker in Plant C's production area tripped over an unmarked hazard.",other,Environment
598,Plant A,2024-08-04,"On 2024-08-04, a worker in Plant A's production area tripped over an unmarked hazard.",near-miss,Equipment
599,Plant B,2024-03-09,A fire alarm was triggered in Plant B's assembly line on 2024-03-09.,other,Equipment
600,Plant B,2024-07-11,"On 2024-07-11, a worker in Plant B's production area tripped over an unmarked hazard.",injury,Environment
601,Plant D,2024-02-15,Employee reported dizziness and nausea in Plant D's packaging area on 2024-02-15.,slip,Unknown
602,Plant A,2024-03-29,"On 2024-03-29, a worker in Plant A's production area tripped over an unmarked hazard.",injury,Equipment
603,Plant C,2024-07-30,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-07-30.,other,Environment
604,Plant C,2024-02-21,A fire alarm was triggered in Plant C's assembly line on 2024-02-21.,near-miss,Equipment
605,Plant B,2024-06-14,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-06-14.,electrical,Human error
606,Plant C,2024-06-25,A fire alarm was triggered in Plant C's assembly line on 2024-06-25.,falling object,Human error
607,Plant D,2024-01-12,"On 2024-01-12, a worker in Plant D's production area tripped over an unmarked hazard.",other,Equipment
608,Plant C,2024-04-16,A fire alarm was triggered in Plant C's assembly line on 2024-04-16.,falling object,Human error
609,Plant D,2024-06-04,"On 2024-06-04, a worker in Plant D's production area tripped over an unmarked hazard.",safety violation,Human error
610,Plant B,2024-05-06,Employee reported dizziness and nausea in Plant B's packaging area on 2024-05-06.,slip,Unknown
611,Plant A,2024-08-16,"On 2024-08-16, a worker in Plant A's production area tripped over an unmarked hazard.",heat exhaustion,Equipment
612,Plant D,2024-05-30,A near-miss incident was reported on 2024-05-30 at Plant D.,falling object,Environment
613,Plant D,2024-09-03,"On 2024-09-03, a worker in Plant D's production area tripped over an unmarked hazard.",ventilation,Equipment
614,Plant B,2024-02-02,A fire alarm was triggered in Plant B's assembly line on 2024-02-02.,electrical,Human error
615,Plant C,2024-02-13,Employee reported dizziness and nausea in Plant C's packaging area on 2024-02-13.,chemical spill,Unknown
616,Plant D,2024-08-07,A near-miss incident was reported on 2024-08-07 at Plant D.,falling object,Human error
617,Plant A,2024-01-24,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-01-24.,near-miss,Environment
618,Plant A,2024-05-09,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-05-09.,slip,Human error
619,Plant D,2024-06-30,A near-miss incident was reported on 2024-06-30 at Plant D.,electrical,Human error
620,Plant A,2024-05-19,A fire alarm was triggered in Plant A's assembly line on 2024-05-19.,fire,Unknown
621,Plant B,2024-02-02,Employee reported dizziness and nausea in Plant B's packaging area on 2024-02-02.,other,Environment
622,Plant C,2024-06-15,A near-miss incident was reported on 2024-06-15 at Plant C.,safety violation,Environment
623,Plant A,2024-04-27,"On 2024-04-27, a worker in Plant A's production area tripped over an unmarked hazard.",other,Human error
624,Plant D,2024-08-20,A fire alarm was triggered in Plant D's assembly line on 2024-08-20.,electrical,Environment
625,Plant D,2024-04-04,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-04-04.,other,Unknown
626,Plant A,2024-03-21,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-03-21.,falling object,Human error
627,Plant C,2024-08-23,A fire alarm was triggered in Plant C's assembly line on 2024-08-23.,fire,Human error
628,Plant C,2024-07-17,Employee reported dizziness and nausea in Plant C's packaging area on 2024-07-17.,injury,Unknown
629,Plant A,2024-06-08,A fire alarm was triggered in Plant A's assembly line on 2024-06-08.,fire,Human error
630,Plant A,2024-08-03,Employee reported dizziness and nausea in Plant A's packaging area on 2024-08-03.,slip,Human error
631,Plant C,2024-07-16,Employee reported dizziness and nausea in Plant C's packaging area on 2024-07-16.,fire,Environment
632,Plant A,2024-05-25,"On 2024-05-25, a worker in Plant A's production area tripped over an unmarked hazard.",injury,Unknown
633,Plant D,2024-05-18,A near-miss incident was reported on 2024-05-18 at Plant D.,falling object,Human error
634,Plant A,2024-01-21,A near-miss incident was reported on 2024-01-21 at Plant A.,chemical spill,Equipment
635,Plant C,2024-04-15,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-04-15.,falling object,Environment
636,Plant A,2024-05-30,A near-miss incident was reported on 2024-05-30 at Plant A.,ventilation,Environment
637,Plant D,2024-06-03,Employee reported dizziness and nausea in Plant D's packaging area on 2024-06-03.,injury,Human error
638,Plant D,2024-02-18,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-02-18.,electrical,Human error
639,Plant B,2024-05-25,Employee reported dizziness and nausea in Plant B's packaging area on 2024-05-25.,injury,Equipment
640,Plant A,2024-01-07,A fire alarm was triggered in Plant A's assembly line on 2024-01-07.,injury,Unknown
641,Plant C,2024-07-30,A fire alarm was triggered in Plant C's assembly line on 2024-07-30.,fire,Environment
642,Plant C,2024-02-12,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-02-12.,heat exhaustion,Unknown
643,Plant C,2024-06-29,Employee reported dizziness and nausea in Plant C's packaging area on 2024-06-29.,slip,Environment
644,Plant D,2024-07-18,A near-miss incident was reported on 2024-07-18 at Plant D.,slip,Unknown
645,Plant A,2024-05-04,Employee reported dizziness and nausea in Plant A's packaging area on 2024-05-04.,safety violation,Environment
646,Plant A,2024-07-01,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-07-01.,other,Human error
647,Plant A,2024-09-06,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-09-06.,injury,Human error
648,Plant D,2024-02-22,A near-miss incident was reported on 2024-02-22 at Plant D.,ventilation,Unknown
649,Plant B,2024-02-16,A fire alarm was triggered in Plant B's assembly line on 2024-02-16.,ventilation,Unknown
650,Plant C,2024-06-21,A near-miss incident was reported on 2024-06-21 at Plant C.,slip,Unknown
651,Plant A,2024-03-04,A fire alarm was triggered in Plant A's assembly line on 2024-03-04.,chemical spill,Unknown
652,Plant D,2024-06-19,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-06-19.,other,Unknown
653,Plant C,2024-03-05,A fire alarm was triggered in Plant C's assembly line on 2024-03-05.,ventilation,Unknown
654,Plant D,2024-02-24,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-02-24.,near-miss,Equipment
655,Plant D,2024-09-11,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-09-11.,electrical,Environment
656,Plant D,2024-05-21,"On 2024-05-21, a worker in Plant D's production area tripped over an unmarked hazard.",ventilation,Unknown
657,Plant D,2024-08-15,A near-miss incident was reported on 2024-08-15 at Plant D.,heat exhaustion,Human error
658,Plant D,2024-01-10,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-01-10.,other,Equipment
659,Plant D,2024-06-21,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-06-21.,near-miss,Environment
660,Plant A,2024-06-17,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-06-17.,slip,Human error
661,Plant C,2024-09-15,Employee reported dizziness and nausea in Plant C's packaging area on 2024-09-15.,heat exhaustion,Equipment
662,Plant C,2024-04-15,A near-miss incident was reported on 2024-04-15 at Plant C.,falling object,Equipment
663,Plant D,2024-07-30,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-07-30.,near-miss,Equipment
664,Plant C,2024-07-26,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-07-26.,near-miss,Equipment
665,Plant D,2024-04-18,"On 2024-04-18, a worker in Plant D's production area tripped over an unmarked hazard.",safety violation,Unknown
666,Plant C,2024-03-28,Employee reported dizziness and nausea in Plant C's packaging area on 2024-03-28.,ventilation,Equipment
667,Plant D,2024-08-07,"On 2024-08-07, a worker in Plant D's production area tripped over an unmarked hazard.",falling object,Equipment
668,Plant B,2024-06-27,"On 2024-06-27, a worker in Plant B's production area tripped over an unmarked hazard.",safety violation,Equipment
669,Plant D,2024-04-20,A near-miss incident was reported on 2024-04-20 at Plant D.,falling object,Environment
670,Plant C,2024-02-25,A near-miss incident was reported on 2024-02-25 at Plant C.,slip,Unknown
671,Plant D,2024-08-04,"On 2024-08-04, a worker in Plant D's production area tripped over an unmarked hazard.",safety violation,Human error
672,Plant D,2024-08-04,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-08-04.,electrical,Equipment
673,Plant B,2024-01-24,"On 2024-01-24, a worker in Plant B's production area tripped over an unmarked hazard.",heat exhaustion,Unknown
674,Plant B,2024-09-18,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-09-18.,near-miss,Unknown
675,Plant C,2024-04-05,Employee reported dizziness and nausea in Plant C's packaging area on 2024-04-05.,fire,Environment
676,Plant D,2024-04-01,"On 2024-04-01, a worker in Plant D's production area tripped over an unmarked hazard.",other,Equipment
677,Plant C,2024-07-25,A near-miss incident was reported on 2024-07-25 at Plant C.,injury,Human error
678,Plant C,2024-02-01,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-02-01.,other,Unknown
679,Plant A,2024-01-13,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-01-13.,fire,Human error
680,Plant B,2024-05-24,A fire alarm was triggered in Plant B's assembly line on 2024-05-24.,near-miss,Human error
681,Plant A,2024-06-08,A near-miss incident was reported on 2024-06-08 at Plant A.,slip,Equipment
682,Plant D,2024-05-13,"On 2024-05-13, a worker in Plant D's production area tripped over an unmarked hazard.",heat exhaustion,Human error
683,Plant B,2024-01-20,Employee reported dizziness and nausea in Plant B's packaging area on 2024-01-20.,near-miss,Human error
684,Plant B,2024-01-05,A fire alarm was triggered in Plant B's assembly line on 2024-01-05.,electrical,Equipment
685,Plant C,2024-08-30,Employee reported dizziness and nausea in Plant C's packaging area on 2024-08-30.,slip,Unknown
686,Plant B,2024-05-06,A fire alarm was triggered in Plant B's assembly line on 2024-05-06.,falling object,Human error
687,Plant A,2024-01-27,A near-miss incident was reported on 2024-01-27 at Plant A.,falling object,Equipment
688,Plant C,2024-02-18,"On 2024-02-18, a worker in Plant C's production area tripped over an unmarked hazard.",heat exhaustion,Unknown
689,Plant A,2024-06-01,A fire alarm was triggered in Plant A's assembly line on 2024-06-01.,other,Unknown
690,Plant C,2024-08-12,A fire alarm was triggered in Plant C's assembly line on 2024-08-12.,injury,Equipment
691,Plant A,2024-07-16,A fire alarm was triggered in Plant A's assembly line on 2024-07-16.,electrical,Unknown
692,Plant C,2024-05-07,A near-miss incident was reported on 2024-05-07 at Plant C.,chemical spill,Human error
693,Plant B,2024-06-20,A near-miss incident was reported on 2024-06-20 at Plant B.,chemical spill,Environment
694,Plant D,2024-06-05,"On 2024-06-05, a worker in Plant D's production area tripped over an unmarked hazard.",fire,Environment
695,Plant C,2024-06-11,"On 2024-06-11, a worker in Plant C's production area tripped over an unmarked hazard.",injury,Equipment
696,Plant D,2024-02-11,A near-miss incident was reported on 2024-02-11 at Plant D.,injury,Human error
697,Plant C,2024-05-26,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-05-26.,ventilation,Human error
698,Plant D,2024-08-10,"On 2024-08-10, a worker in Plant D's production area tripped over an unmarked hazard.",injury,Unknown
699,Plant D,2024-02-28,"On 2024-02-28, a worker in Plant D's production area tripped over an unmarked hazard.",other,Equipment
700,Plant B,2024-06-12,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-06-12.,near-miss,Unknown
701,Plant D,2024-06-01,Employee reported dizziness and nausea in Plant D's packaging area on 2024-06-01.,fire,Environment
702,Plant D,2024-06-04,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-06-04.,injury,Environment
703,Plant D,2024-04-01,A fire alarm was triggered in Plant D's assembly line on 2024-04-01.,safety violation,Environment
704,Plant B,2024-05-16,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-05-16.,fire,Unknown
705,Plant D,2024-04-07,A near-miss incident was reported on 2024-04-07 at Plant D.,chemical spill,Environment
706,Plant C,2024-02-25,"On 2024-02-25, a worker in Plant C's production area tripped over an unmarked hazard.",near-miss,Equipment
707,Plant C,2024-03-10,Employee reported dizziness and nausea in Plant C's packaging area on 2024-03-10.,fire,Unknown
708,Plant B,2024-04-23,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-04-23.,chemical spill,Equipment
709,Plant D,2024-09-04,A near-miss incident was reported on 2024-09-04 at Plant D.,other,Equipment
710,Plant A,2024-03-23,A fire alarm was triggered in Plant A's assembly line on 2024-03-23.,slip,Environment
711,Plant C,2024-01-28,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-01-28.,falling object,Environment
712,Plant D,2024-04-22,A fire alarm was triggered in Plant D's assembly line on 2024-04-22.,injury,Equipment
713,Plant C,2024-07-27,A fire alarm was triggered in Plant C's assembly line on 2024-07-27.,fire,Equipment
714,Plant B,2024-02-04,Symptoms of heat exhaustion were reported by a worker in Plant B on 2024-02-04.,injury,Unknown
715,Plant C,2024-02-15,A near-miss incident was reported on 2024-02-15 at Plant C.,safety violation,Unknown
716,Plant A,2024-01-16,A fire alarm was triggered in Plant A's assembly line on 2024-01-16.,chemical spill,Unknown
717,Plant C,2024-05-30,A near-miss incident was reported on 2024-05-30 at Plant C.,heat exhaustion,Unknown
718,Plant B,2024-03-18,Employee reported dizziness and nausea in Plant B's packaging area on 2024-03-18.,electrical,Environment
719,Plant A,2024-08-13,A near-miss incident was reported on 2024-08-13 at Plant A.,ventilation,Equipment
720,Plant D,2024-09-12,Employee reported dizziness and nausea in Plant D's packaging area on 2024-09-12.,other,Unknown
721,Plant B,2024-05-22,"On 2024-05-22, a worker in Plant B's production area tripped over an unmarked hazard.",fire,Environment
722,Plant D,2024-03-11,Employee reported dizziness and nausea in Plant D's packaging area on 2024-03-11.,slip,Human error
723,Plant B,2024-04-19,"On 2024-04-19, a worker in Plant B's production area tripped over an unmarked hazard.",falling object,Environment
724,Plant A,2024-04-19,"On 2024-04-19, a worker in Plant A's production area tripped over an unmarked hazard.",ventilation,Equipment
725,Plant A,2024-05-09,Employee reported dizziness and nausea in Plant A's packaging area on 2024-05-09.,falling object,Equipment
726,Plant D,2024-05-08,"On 2024-05-08, a worker in Plant D's production area tripped over an unmarked hazard.",injury,Environment
727,Plant D,2024-02-29,Symptoms of heat exhaustion were reported by a worker in Plant D on 2024-02-29.,other,Environment
728,Plant A,2024-04-13,A near-miss incident was reported on 2024-04-13 at Plant A.,falling object,Environment
729,Plant B,2024-04-28,A fire alarm was triggered in Plant B's assembly line on 2024-04-28.,slip,Equipment
730,Plant A,2024-02-03,Employee reported dizziness and nausea in Plant A's packaging area on 2024-02-03.,other,Equipment
731,Plant C,2024-03-18,"On 2024-03-18, a worker in Plant C's production area tripped over an unmarked hazard.",near-miss,Equipment
732,Plant B,2024-04-15,Employee reported dizziness and nausea in Plant B's packaging area on 2024-04-15.,electrical,Unknown
733,Plant B,2024-03-13,A fire alarm was triggered in Plant B's assembly line on 2024-03-13.,falling object,Equipment
734,Plant A,2024-05-31,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-05-31.,slip,Human error
735,Plant A,2024-07-11,A near-miss incident was reported on 2024-07-11 at Plant A.,fire,Unknown
736,Plant D,2024-08-13,"On 2024-08-13, a worker in Plant D's production area tripped over an unmarked hazard.",falling object,Equipment
737,Plant C,2024-08-09,"On 2024-08-09, a worker in Plant C's production area tripped over an unmarked hazard.",near-miss,Human error
738,Plant B,2024-01-06,Employee reported dizziness and nausea in Plant B's packaging area on 2024-01-06.,near-miss,Unknown
739,Plant D,2024-01-21,"On 2024-01-21, a worker in Plant D's production area tripped over an unmarked hazard.",slip,Human error
740,Plant D,2024-08-12,"On 2024-08-12, a worker in Plant D's production area tripped over an unmarked hazard.",heat exhaustion,Equipment
741,Plant A,2024-06-06,Employee reported dizziness and nausea in Plant A's packaging area on 2024-06-06.,heat exhaustion,Human error
742,Plant B,2024-08-22,Employee reported dizziness and nausea in Plant B's packaging area on 2024-08-22.,ventilation,Human error
743,Plant D,2024-08-12,Employee reported dizziness and nausea in Plant D's packaging area on 2024-08-12.,electrical,Unknown
744,Plant A,2024-01-16,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-01-16.,slip,Equipment
745,Plant D,2024-09-18,"On 2024-09-18, a worker in Plant D's production area tripped over an unmarked hazard.",ventilation,Human error
746,Plant C,2024-03-01,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-03-01.,safety violation,Equipment
747,Plant C,2024-07-17,"On 2024-07-17, a worker in Plant C's production area tripped over an unmarked hazard.",chemical spill,Environment
748,Plant D,2024-06-20,"On 2024-06-20, a worker in Plant D's production area tripped over an unmarked hazard.",safety violation,Unknown
749,Plant C,2024-01-10,Symptoms of heat exhaustion were reported by a worker in Plant C on 2024-01-10.,heat exhaustion,Human error
750,Plant C,2024-07-24,A near-miss incident was reported on 2024-07-24 at Plant C.,falling object,Human error
751,Plant B,2024-01-17,Employee reported dizziness and nausea in Plant B's packaging area on 2024-01-17.,injury,Environment
752,Plant A,2024-03-26,A near-miss incident was reported on 2024-03-26 at Plant A.,other,Environment
753,Plant C,2024-04-07,"On 2024-04-07, a worker in Plant C's production area tripped over an unmarked hazard.",slip,Environment
754,Plant D,2024-01-10,"On 2024-01-10, a worker in Plant D's production area tripped over an unmarked hazard.",ventilation,Human error
755,Plant B,2024-01-04,Employee reported dizziness and nausea in Plant B's packaging area on 2024-01-04.,ventilation,Environment
756,Plant B,2024-08-04,A fire alarm was triggered in Plant B's assembly line on 2024-08-04.,safety violation,Unknown
757,Plant B,2024-08-03,A near-miss incident was reported on 2024-08-03 at Plant B.,ventilation,Equipment
758,Plant B,2024-07-15,A fire alarm was triggered in Plant B's assembly line on 2024-07-15.,safety violation,Unknown
759,Plant A,2024-05-18,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-05-18.,safety violation,Human error
760,Plant B,2024-03-15,"On 2024-03-15, a worker in Plant B's production area tripped over an unmarked hazard.",slip,Human error
761,Plant B,2024-08-25,Employee reported dizziness and nausea in Plant B's packaging area on 2024-08-25.,electrical,Human error
762,Plant C,2024-05-25,A near-miss incident was reported on 2024-05-25 at Plant C.,chemical spill,Unknown
763,Plant A,2024-04-30,Symptoms of heat exhaustion were reported by a worker in Plant A on 2024-04-30.,near-miss,Environment
764,Plant D,2024-01-08,Employee reported dizziness and nausea in Plant D's packaging area on 2024-01-08.,other,Unknown
765,Plant B,2024-02-25,A fire alarm was triggered in Plant B's assembly line on 2024-02-25.,safety violation,Human error
